review_id,product_id,entity_id,begin_offset,sentiment_score,sentiment_magnitude,content,type
47,1,2,37,0.8999999761581421,0.8999999761581421,product,COMMON
48,1,1,16,0.8999999761581421,0.8999999761581421,way,COMMON
48,1,2,37,-0.10000000149011612,0.10000000149011612,serving,COMMON
48,1,3,48,0.10000000149011612,0.10000000149011612,coffee,COMMON
49,1,1,6,0.8999999761581421,0.8999999761581421,color,COMMON
49,1,2,14,0.10000000149011612,0.10000000149011612,Works,COMMON
49,1,3,27,0.5,0.5,Keurig,PROPER
49,1,4,122,-0.8999999761581421,0.8999999761581421,pump,COMMON
50,1,1,37,0.4000000059604645,0.4000000059604645,coffee maker,COMMON
50,1,2,26,0.800000011920929,0.800000011920929,Keurig K55,PROPER
50,1,3,63,0.800000011920929,0.800000011920929,color,COMMON
50,1,4,71,0.699999988079071,0.699999988079071,water filter addition,COMMON
50,1,5,100,0.20000000298023224,0.20000000298023224,model,COMMON
50,1,6,171,0.10000000149011612,0.10000000149011612,birthday gift,COMMON
50,1,7,197,0.10000000149011612,0.10000000149011612,color,COMMON
50,1,8,204,0.20000000298023224,0.20000000298023224,rhubarb,COMMON
50,1,9,145,0.30000001192092896,0.30000001192092896,one,COMMON
50,1,10,157,0.0,0.0,daughter,COMMON
51,1,1,2,0.4000000059604645,0.4000000059604645,part,COMMON
51,1,2,16,0.10000000149011612,0.10000000149011612,cup,COMMON
51,1,3,30,0.10000000149011612,0.10000000149011612,pod,COMMON
51,1,4,60,0.8999999761581421,0.8999999761581421,cup,COMMON
52,1,1,66,0.0,0.0,South Texas,PROPER
54,1,1,3,0.0,0.0,favority machine,COMMON
54,1,2,26,0.0,0.0,kitchen,COMMON
56,1,1,16,0.8999999761581421,0.8999999761581421,appliance,COMMON
57,1,1,16,0.8999999761581421,0.8999999761581421,cup,COMMON
57,1,2,23,0.800000011920929,0.800000011920929,coffee,COMMON
57,1,3,52,-0.6000000238418579,0.6000000238418579,coffee,COMMON
57,1,4,73,0.0,0.0,cup,COMMON
57,1,5,106,-0.4000000059604645,0.4000000059604645,product,COMMON
58,1,1,8,0.10000000149011612,0.10000000149011612,problem,COMMON
58,1,2,51,-0.6000000238418579,0.6000000238418579,models,COMMON
58,1,3,72,-0.4000000059604645,0.4000000059604645,issues,COMMON
59,1,1,0,0.8999999761581421,0.8999999761581421,Coffee,COMMON
59,1,2,20,-0.30000001192092896,0.30000001192092896,machine needles,COMMON
59,1,3,56,-0.5,0.5,Nothing,COMMON
59,1,4,67,-0.20000000298023224,0.20000000298023224,instructions,COMMON
59,1,5,127,0.10000000149011612,0.10000000149011612,warranty,COMMON
60,1,1,24,0.0,0.0,work,COMMON
60,1,2,121,-0.20000000298023224,0.20000000298023224,reservoir,COMMON
60,1,3,78,-0.10000000149011612,0.10000000149011612,thing,COMMON
60,1,4,187,0.0,0.0,water,COMMON
60,1,5,216,0.0,0.0,support,COMMON
60,1,6,243,0.10000000149011612,0.10000000149011612,things,COMMON
60,1,7,320,0.0,0.0,reservoir,COMMON
60,1,8,341,0.0,0.0,water,COMMON
60,1,9,362,0.0,0.0,bottle,COMMON
61,1,1,99,0.0,0.0,road,COMMON
61,1,2,61,0.800000011920929,0.800000011920929,cup,COMMON
61,1,3,108,0.0,0.0,work,COMMON
61,1,4,128,0.0,0.0,mind,COMMON
61,1,5,160,0.20000000298023224,0.20000000298023224,water,COMMON
61,1,6,173,0.10000000149011612,0.10000000149011612,well,COMMON
61,1,7,250,0.0,0.0,water light,COMMON
61,1,8,303,0.0,0.0,bit,COMMON
61,1,9,373,0.0,0.0,coffee,COMMON
61,1,10,343,0.10000000149011612,0.10000000149011612,water,COMMON
62,1,1,206,-0.5,0.5,version,COMMON
62,1,1,336,0.8999999761581421,0.8999999761581421,version,COMMON
62,1,2,39,0.20000000298023224,0.20000000298023224,time,COMMON
62,1,3,281,-0.5,0.5,something,COMMON
62,1,4,118,0.0,0.0,both,COMMON
62,1,5,93,0.10000000149011612,0.10000000149011612,keurig,COMMON
62,1,6,158,0.10000000149011612,0.10000000149011612,gifts,COMMON
62,1,7,236,-0.4000000059604645,0.4000000059604645,Id,COMMON
62,1,8,258,-0.8999999761581421,0.8999999761581421,crap load,COMMON
62,1,9,271,-0.800000011920929,0.800000011920929,money,COMMON
62,1,10,362,0.800000011920929,0.800000011920929,set,COMMON
62,1,11,405,0.800000011920929,0.800000011920929,red,COMMON
62,1,12,433,0.699999988079071,0.699999988079071,kitchen decor,COMMON
62,1,13,419,0.4000000059604645,0.4000000059604645,coffee,COMMON
62,1,14,467,0.10000000149011612,0.10000000149011612,stars,COMMON
63,1,1,4,-0.10000000149011612,0.10000000149011612,jury,COMMON
63,1,2,219,-0.4000000059604645,0.4000000059604645,cleaning,COMMON
63,1,3,170,-0.10000000149011612,0.10000000149011612,one,COMMON
63,1,4,70,-0.6000000238418579,0.6000000238418579,trouble,COMMON
63,1,5,112,0.0,0.0,cup,COMMON
63,1,6,131,0.800000011920929,0.800000011920929,needle,COMMON
63,1,7,294,-0.10000000149011612,0.10000000149011612,box,COMMON
63,1,8,316,-0.10000000149011612,0.10000000149011612,half,COMMON
63,1,9,276,-0.10000000149011612,0.10000000149011612,warranty,COMMON
64,1,1,24,0.30000001192092896,0.30000001192092896,support,COMMON
64,1,1,69,0.800000011920929,0.800000011920929,fix,COMMON
64,1,2,17,0.10000000149011612,0.10000000149011612,Keurig,PROPER
64,1,2,278,-0.30000001192092896,0.30000001192092896,Keurig,PROPER
64,1,3,0,0.20000000298023224,0.20000000298023224,Update,COMMON
64,1,4,106,0.0,0.0,paperclip,COMMON
64,1,5,131,0.8999999761581421,0.8999999761581421,customer support,COMMON
64,1,6,229,-0.699999988079071,0.699999988079071,issue,COMMON
64,1,7,375,-0.20000000298023224,0.20000000298023224,cup,COMMON
64,1,8,483,0.0,0.0,water indicator light,COMMON
64,1,9,175,-0.30000001192092896,0.30000001192092896,star rating,COMMON
64,1,10,382,-0.4000000059604645,0.4000000059604645,coffee,COMMON
64,1,11,545,0.10000000149011612,0.10000000149011612,water,COMMON
64,1,12,535,0.0,0.0,plenty,COMMON
64,1,13,291,-0.30000001192092896,0.30000001192092896,review,COMMON
64,1,14,613,0.0,0.0,cups,COMMON
64,1,15,642,-0.10000000149011612,0.10000000149011612,kids,COMMON
64,1,16,415,-0.6000000238418579,0.6000000238418579,water,COMMON
64,1,17,461,-0.8999999761581421,0.8999999761581421,lights flash,COMMON
64,1,18,447,-0.800000011920929,0.800000011920929,noise,COMMON
65,1,1,70,0.0,0.0,thing,COMMON
65,1,2,273,-0.8999999761581421,0.8999999761581421,garbage,COMMON
65,1,3,98,0.0,0.0,machines,COMMON
65,1,4,193,0.10000000149011612,0.10000000149011612,total,COMMON
65,1,5,205,0.10000000149011612,0.10000000149011612,times,COMMON
65,1,6,354,0.0,0.0,uses,COMMON
66,1,1,28,0.0,0.0,Keurig,PROPER
66,1,1,116,-0.8999999761581421,0.8999999761581421,Keurig,PROPER
66,1,2,74,0.0,0.0,sale,COMMON
66,1,3,283,-0.20000000298023224,0.20000000298023224,cup setting,COMMON
66,1,4,382,0.0,0.0,hot chocolate,COMMON
66,1,5,233,0.30000001192092896,0.30000001192092896,coffee,COMMON
66,1,6,134,-0.699999988079071,0.699999988079071,coffee,COMMON
66,1,7,181,0.8999999761581421,0.8999999761581421,coffee,COMMON
66,1,8,205,0.8999999761581421,0.8999999761581421,problems,COMMON
66,1,9,299,-0.30000001192092896,0.30000001192092896,idea,COMMON
66,1,10,309,-0.10000000149011612,0.10000000149011612,measurement,COMMON
66,1,11,360,0.0,0.0,Donut Shop Dark,PROPER
67,1,1,5,0.0,0.0,machine,COMMON
67,1,2,91,0.0,0.0,frame,COMMON
67,1,3,347,-0.5,0.5,CUP,COMMON
67,1,4,323,-0.20000000298023224,0.20000000298023224,DROPS,COMMON
67,1,5,400,-0.10000000149011612,0.10000000149011612,COFFEE,COMMON
67,1,6,376,-0.10000000149011612,0.10000000149011612,TIMES,COMMON
67,1,7,265,-0.800000011920929,0.800000011920929,back,COMMON
67,1,8,273,-0.800000011920929,0.800000011920929,Neither,COMMON
67,1,9,295,0.0,0.0,WATER,COMMON
68,1,1,9,0.0,0.0,K250,COMMON
68,1,2,19,0.8999999761581421,0.8999999761581421,coffee,COMMON
68,1,3,52,0.30000001192092896,0.30000001192092896,maintenance,COMMON
68,1,4,91,-0.8999999761581421,0.8999999761581421,g a lot,COMMON
68,1,5,168,0.0,0.0,machine,COMMON
68,1,6,119,-0.10000000149011612,0.10000000149011612,cup,COMMON
68,1,7,102,-0.699999988079071,0.699999988079071,grounds,COMMON
68,1,8,290,0.0,0.0,cup,COMMON
68,1,9,297,-0.10000000149011612,0.10000000149011612,tea,COMMON
68,1,10,274,0.10000000149011612,0.10000000149011612,rinsing,COMMON
68,1,11,328,0.8999999761581421,0.8999999761581421,coffee,COMMON
68,1,12,139,0.0,0.0,K Cups,PROPER
68,1,13,199,0.0,0.0,Amazon,PROPER
68,1,14,340,0.8999999761581421,0.8999999761581421,ease,COMMON
68,1,15,321,0.8999999761581421,0.8999999761581421,cup,COMMON
68,1,16,226,0.699999988079071,0.699999988079071,coffee,COMMON
68,1,17,253,0.0,0.0,maintenance,COMMON
69,1,1,11,0.8999999761581421,0.8999999761581421,machine,COMMON
69,1,2,137,-0.10000000149011612,0.10000000149011612,cup.,COMMON
69,1,3,46,0.8999999761581421,0.8999999761581421,cup,COMMON
69,1,4,82,0.6000000238418579,0.6000000238418579,cup setting,COMMON
69,1,5,53,0.800000011920929,0.800000011920929,coffee,COMMON
70,1,1,20,0.0,0.0,Keurig B60,PROPER
70,1,1,104,0.10000000149011612,0.10000000149011612,B60,PROPER
70,1,2,61,0.8999999761581421,0.8999999761581421,service,COMMON
70,1,3,79,0.8999999761581421,0.8999999761581421,model,COMMON
70,1,4,139,0.0,0.0,cabinets,COMMON
70,1,5,75,0.8999999761581421,0.8999999761581421,K55,PROPER
70,1,6,156,0.800000011920929,0.800000011920929,price,COMMON
71,1,1,0,0.699999988079071,0.699999988079071,Works,COMMON
71,1,2,99,0.5,0.5,quality,COMMON
71,1,3,45,-0.6000000238418579,0.6000000238418579,break,COMMON
71,1,4,147,-0.10000000149011612,0.10000000149011612,same,COMMON
71,1,5,163,-0.10000000149011612,0.10000000149011612,box,COMMON
71,1,6,115,0.6000000238418579,0.6000000238418579,one,COMMON
73,1,1,9,0.8999999761581421,0.8999999761581421,color,COMMON
73,1,2,29,0.8999999761581421,0.8999999761581421,capability,COMMON
73,1,3,23,0.8999999761581421,0.8999999761581421,K-cup,COMMON
73,1,4,61,0.30000001192092896,0.30000001192092896,K-cups,COMMON
73,1,5,79,0.10000000149011612,0.10000000149011612,Win-Win,PROPER
74,1,1,30,0.800000011920929,0.800000011920929,love,COMMON
74,1,2,40,0.800000011920929,0.800000011920929,machine,COMMON
74,1,3,72,0.5,0.5,snap,COMMON
74,1,4,103,0.6000000238418579,0.6000000238418579,hot chocolate,COMMON
74,1,5,88,0.10000000149011612,0.10000000149011612,tea coffee,COMMON
75,1,1,19,0.5,0.5,coffee maker,COMMON
75,1,2,118,0.5,0.5,cup,COMMON
75,1,3,68,-0.4000000059604645,0.4000000059604645,coffee,COMMON
75,1,4,58,-0.20000000298023224,0.20000000298023224,model,COMMON
75,1,5,125,0.10000000149011612,0.10000000149011612,coffee,COMMON
76,1,1,39,0.8999999761581421,0.8999999761581421,item,COMMON
76,1,2,3,0.0,0.0,Wife,COMMON
76,1,3,114,0.699999988079071,0.699999988079071,kitchen,COMMON
77,1,1,28,-0.8999999761581421,0.8999999761581421,Coffee,COMMON
78,1,1,14,0.0,0.0,sale,COMMON
78,1,2,26,0.0,0.0,Christmas,PROPER
78,1,3,61,0.10000000149011612,0.10000000149011612,cup,COMMON
78,1,4,92,0.10000000149011612,0.10000000149011612,wife,COMMON
78,1,5,107,0.6000000238418579,0.6000000238418579,daily,COMMON
79,1,1,5,0.8999999761581421,0.8999999761581421,buy,COMMON
79,1,2,43,0.10000000149011612,0.10000000149011612,person,COMMON
79,1,3,75,0.30000001192092896,0.30000001192092896,flavors,COMMON
79,1,4,86,0.800000011920929,0.800000011920929,coffee,COMMON
80,1,1,0,-0.5,0.5,Smell,COMMON
80,1,2,20,-0.10000000149011612,0.10000000149011612,pot,COMMON
80,1,3,43,-0.30000001192092896,0.30000001192092896,cups,COMMON
80,1,4,25,-0.20000000298023224,0.20000000298023224,water,COMMON
81,1,1,18,0.8999999761581421,0.8999999761581421,cup,COMMON
81,1,2,25,0.8999999761581421,0.8999999761581421,coffee,COMMON
82,1,1,42,0.800000011920929,0.800000011920929,coffee,COMMON
82,1,2,35,0.8999999761581421,0.8999999761581421,cup,COMMON
84,1,1,6,0.8999999761581421,0.8999999761581421,coffee,COMMON
85,1,1,39,0.20000000298023224,0.20000000298023224,water,COMMON
85,1,2,30,0.0,0.0,tanks,COMMON
85,1,3,115,-0.6000000238418579,0.6000000238418579,taste,COMMON
85,1,4,125,0.5,0.5,odor,COMMON
86,1,1,10,0.8999999761581421,0.8999999761581421,machine,COMMON
86,1,2,40,0.20000000298023224,0.20000000298023224,thanks,COMMON
86,1,3,31,0.800000011920929,0.800000011920929,k- cups,COMMON
87,1,1,6,0.8999999761581421,0.8999999761581421,product,COMMON
87,1,2,15,0.8999999761581421,0.8999999761581421,Wife,COMMON
88,1,1,17,-0.8999999761581421,0.8999999761581421,design,COMMON
88,1,2,31,-0.4000000059604645,0.4000000059604645,water reservoir,COMMON
89,1,1,30,0.8999999761581421,0.8999999761581421,shipping,COMMON
90,1,1,36,0.0,0.0,coffee machines,COMMON
90,1,2,27,0.10000000149011612,0.10000000149011612,Keurig,PROPER
90,1,2,239,0.8999999761581421,0.8999999761581421,Keurig,PROPER
90,1,3,107,-0.10000000149011612,0.10000000149011612,husband,COMMON
90,1,4,98,0.0,0.0,one,COMMON
90,1,5,149,0.8999999761581421,0.8999999761581421,deal,COMMON
90,1,6,180,0.5,0.5,value,COMMON
90,1,7,193,0.5,0.5,purchase,COMMON
90,1,8,246,0.800000011920929,0.800000011920929,machine,COMMON
90,1,9,270,0.4000000059604645,0.4000000059604645,coffee,COMMON
90,1,10,284,0.699999988079071,0.699999988079071,cocoa,COMMON
91,1,1,50,0.800000011920929,0.800000011920929,one,COMMON
91,1,2,135,0.8999999761581421,0.8999999761581421,coffee,COMMON
91,1,3,91,0.10000000149011612,0.10000000149011612,home,COMMON
91,1,4,128,0.8999999761581421,0.8999999761581421,cup,COMMON
91,1,5,227,0.10000000149011612,0.10000000149011612,coffee,COMMON
91,1,6,204,0.30000001192092896,0.30000001192092896,need,COMMON
91,1,7,164,0.6000000238418579,0.6000000238418579,issues,COMMON
91,1,8,213,0.10000000149011612,0.10000000149011612,Starbucks,PROPER
92,1,1,19,0.8999999761581421,0.8999999761581421,coffee maker,COMMON
92,1,2,96,0.0,0.0,Keurig,PROPER
93,1,1,48,-0.20000000298023224,0.20000000298023224,guy,COMMON
93,1,2,83,0.800000011920929,0.800000011920929,issues,COMMON
94,1,1,6,0.8999999761581421,0.8999999761581421,item,COMMON
94,1,2,17,0.8999999761581421,0.8999999761581421,shipping,COMMON
95,1,1,14,0.10000000149011612,0.10000000149011612,machine,COMMON
95,1,2,50,0.5,0.5,problems,COMMON
95,1,3,109,0.4000000059604645,0.4000000059604645,money saver,COMMON
96,1,1,96,0.0,0.0,cups,COMMON
96,1,1,352,0.0,0.0,cups,COMMON
96,1,1,472,0.0,0.0,cups,COMMON
96,1,2,9,0.0,0.0,machine,COMMON
96,1,3,195,0.4000000059604645,0.4000000059604645,button,COMMON
96,1,4,115,0.0,0.0,setting,COMMON
96,1,5,131,0.0,0.0,cleaning,COMMON
96,1,6,242,0.0,0.0,cup,COMMON
96,1,7,292,0.699999988079071,0.699999988079071,one,COMMON
96,1,8,144,0.0,0.0,descaling,COMMON
96,1,9,429,0.0,0.0,cleanings,COMMON
96,1,10,490,-0.4000000059604645,0.4000000059604645,coffee,COMMON
96,1,11,545,-0.10000000149011612,0.10000000149011612,coffee maker,COMMON
96,1,12,376,0.8999999761581421,0.8999999761581421,setting,COMMON
96,1,13,400,0.10000000149011612,0.10000000149011612,cup,COMMON
98,1,1,92,0.6000000238418579,0.6000000238418579,coffee,COMMON
98,1,2,20,0.8999999761581421,0.8999999761581421,coffee,COMMON
99,1,1,60,-0.6000000238418579,0.6000000238418579,gfci,COMMON
100,1,1,29,0.0,0.0,item,COMMON
100,1,2,11,0.6000000238418579,0.6000000238418579,things,COMMON
100,1,3,163,-0.30000001192092896,0.30000001192092896,way,COMMON
100,1,4,123,-0.10000000149011612,0.10000000149011612,cup,COMMON
100,1,5,205,0.10000000149011612,0.10000000149011612,most,COMMON
100,1,6,182,-0.10000000149011612,0.10000000149011612,limit,COMMON
100,1,7,259,0.8999999761581421,0.8999999761581421,item,COMMON
101,1,1,0,0.8999999761581421,0.8999999761581421,Works,COMMON
103,1,1,70,0.0,0.0,money,COMMON
103,1,2,230,0.0,0.0,one,COMMON
103,1,3,118,-0.10000000149011612,0.10000000149011612,warranty,COMMON
103,1,4,131,-0.20000000298023224,0.20000000298023224,something,COMMON
103,1,5,486,0.10000000149011612,0.10000000149011612,stars,COMMON
103,1,6,249,-0.6000000238418579,0.6000000238418579,way,COMMON
103,1,7,295,-0.5,0.5,coffee,COMMON
103,1,8,428,-0.30000001192092896,0.30000001192092896,machine,COMMON
103,1,9,518,0.0,0.0,fragment,COMMON
103,1,10,285,-0.8999999761581421,0.8999999761581421,amount,COMMON
103,1,11,457,-0.800000011920929,0.800000011920929,nothing,COMMON
104,1,1,31,0.0,0.0,mom,COMMON
104,1,2,19,0.0,0.0,gift,COMMON
104,1,3,82,-0.6000000238418579,0.6000000238418579,box,COMMON
104,1,4,187,0.0,0.0,Starbucks,PROPER
104,1,4,276,-0.800000011920929,0.800000011920929,Starbucks,PROPER
